name,title,class,link
1_2_6_11_23,"InterroBang - Sexual Violence Support & Prevention Office - Simon Fraser University 
(sfu.ca)",Sexual Violence Support and Prevention,https://www.sfu.ca/sexual-violence/education-prevention/interrobang.html
1_2_6_11_24,"Active Bystander Intervention - Sexual Violence Support & Prevention Office - Simon 
Fraser University (sfu.ca)",Sexual Violence Support and Prevention,https://www.sfu.ca/sexual-violence/education-prevention/bystander-intervention.html
1_2_6_11_25,"Join Active Bystander Network! - Sexual Violence Support & Prevention Office - 
Simon Fraser University (sfu.ca)",Sexual Violence Support and Prevention,https://www.sfu.ca/sexual-violence/education-prevention/active-bystander-network.html
1_2_6_11_26,"Blog - Sexual Violence Support & Prevention Office - Simon Fraser University 
(sfu.ca)",Sexual Violence Support and Prevention,https://www.sfu.ca/sexual-violence/education-prevention/new-blog-.html
1_2_6_11_27,"Comic - Sexual Violence Support & Prevention Office - Simon Fraser University 
(sfu.ca)",Sexual Violence Support and Prevention,https://www.sfu.ca/sexual-violence/education-prevention/comic.html
1_2_6_11_28,"Faculty - Sexual Violence Support & Prevention Office - Simon Fraser University 
(sfu.ca)",Sexual Violence Support and Prevention,https://www.sfu.ca/sexual-violence/faculty.html
1_2_6_11_29,"About Us - Sexual Violence Support & Prevention Office - Simon Fraser University 
(sfu.ca)",Sexual Violence Support and Prevention,https://www.sfu.ca/sexual-violence/about-us.html
1_2_6_11_30,"SFU Sexualized Violence Policy Annual Report - Sexual Violence Support & 
Prevention Office - Simon Fraser University (sfu.ca)",Sexual Violence Support and Prevention,https://www.sfu.ca/sexual-violence/about-us/sfu-policy.html
1_2_6_11_31,"VSPO Advisory Panel - Sexual Violence Support & Prevention Office - Simon 
Fraser University (sfu.ca)",Sexual Violence Support and Prevention,https://www.sfu.ca/sexual-violence/about-us/svspo-advisory-panel-.html
1_2_6_11_32,"News - Sexual Violence Support & Prevention Office - Simon Fraser University 
(sfu.ca)",Sexual Violence Support and Prevention,https://www.sfu.ca/sexual-violence/about-us/news-updates.html
1_2_6_11_33,"GP44 Policy Review - Sexual Violence Support & Prevention Office - Simon Fraser 
University (sfu.ca)",Sexual Violence Support and Prevention,https://www.sfu.ca/sexual-violence/about-us/policy-review.html
1_2_6_11_34,"Share Feedback - Sexual Violence Support & Prevention Office - Simon Fraser 
University (sfu.ca)",Sexual Violence Support and Prevention,https://www.sfu.ca/sexual-violence/about-us/share-feedback.html
1_2_6_11_35,"Connect with Us - Sexual Violence Support & Prevention Office - Simon Fraser 
University (sfu.ca)",Sexual Violence Support and Prevention,https://www.sfu.ca/sexual-violence/contact-us.html
1_2_6_11_36,Simon Fraser University (sfu.ca),,https://www.sfu.ca/
1_2_6_11_37,"Get Help - Sexual Violence Support & Prevention Office - Simon Fraser University 
(sfu.ca)",Sexual Violence Support and Prevention,https://www.sfu.ca/sexual-violence/get-help.html
1_2_6_11_38,"Supporting Survivors - Sexual Violence Support & Prevention Office - Simon Fraser 
University (sfu.ca)",Sexual Violence Support and Prevention,https://www.sfu.ca/sexual-violence/supporting-survivors.html
1_2_6_11_39,"Education & Prevention - Sexual Violence Support & Prevention Office - Simon Fraser 
University (sfu.ca)",Sexual Violence Support and Prevention,https://www.sfu.ca/sexual-violence/education-prevention.html
1_2_6_12_1,"CAL Counsellor Pilot Program - Centre for Accessible Learning (CAL) - Simon Fraser 
University (sfu.ca)",Accessible Learning and Advocacy,https://www.sfu.ca/students/accessible-learning/programs-and-services/cal-counsellor-pilot-program.html
1_2_6_12_2,"Psycho-Educational Assessment Funding - Centre for Accessible Learning (CAL) - 
Simon Fraser University (sfu.ca)",Accessible Learning and Advocacy,https://www.sfu.ca/students/accessible-learning/utilizing-accommodations/planning/assessment-funding.html
1_2_6_12_3,Psycho-Educational Assessment (studentcare.ca),Accessible Learning and Advocacy,https://studentcare.ca/rte/en/SimonFraserUniversityundergraduatestudentsSFSS_Health_HealthCoverage_PsychoEducationalAssessment
1_2_6_12_4,Contact Us - Centre for Accessible Learning (CAL) - Simon Fraser University (sfu.ca),Accessible Learning and Advocacy,https://www.sfu.ca/students/accessible-learning/contact-us.html
1_2_6_12_5,SFSS Go (go.sfss.ca),Accessible Learning and Advocacy,https://go.sfss.ca/unions/49/info
1_2_6_12_7,Student Advocacy Office - Simon Fraser Student Society (sfu.ca),Accessible Learning and Advocacy,https://sfss.ca/services/student-advocacy-office/
1_2_6_12_8,Ombudsperson - Ombudsperson - Simon Fraser University (sfu.ca),Accessible Learning and Advocacy,https://www.sfu.ca/ombudsperson/about/ombudsperson.html
1_2_6_12_9,"Campus Access Routes - Campus safety & security - Simon Fraser University 
(sfu.ca)",Safety and Emergencies,https://www.sfu.ca/srs/campus-safety-security/public-safety/building-access/campus-access-routes.html
1_2_7_1_1,Enroll in Imagine if... ADHD Skills Workshop Series (canvas.sfu.ca),Group Support,https://canvas.sfu.ca/enroll/CRTAXY?_gl=1*r8etv8*_gcl_au*MTAzODk1OTQzNS4xNzQ1ODU2MTY5*_ga*NDIyNDEwMDM5LjE3NDk0OTgxNjc.*_ga_R4BCVYL1QF*czE3NTMyODk0MjkkbzY2JGcxJHQxNzUzMjkxODI5JGo1NSRsMCRoMA..
1_2_7_3_1,Enroll in 2025 Understanding and coping with climate change distress (canvas.sfu.ca),Group Support,https://canvas.sfu.ca/enroll/WT7JHR
1_2_7_3_2,Ecological Chaplaincy - Faculty of Environment - Simon Fraser University (sfu.ca),Group Support,https://www.sfu.ca/fenv/about/ecological-chaplaincy.html
1_2_7_3_3,Mental Health and Climate Change (mhcca.ca),Group Support,https://mhcca.ca/
1_2_7_3_4,"Embark Sustainability a not-for-profit student society for SFU students 
(embarksustainability.org)",Group Support,https://www.embarksustainability.org/
1_2_7_3_5,SFU350 (sfu350.org),Group Support,https://www.sfu350.org/
1_2_7_6_1,"Dungeons and Worry Dragons: How the popular roleplaying game takes on a therapy 
lens at SFU (burnabybeacon.com_",Group Support,https://burnabybeacon.com/p/dungeons-and-worry-dragons-sfu-student-therapy
1_2_7_6_2,"The Portable Magic Dispenser: Epsiode #80: David Lindskoog talks Dungeons & 
Dragons & Therapy! (portabablemagicdespenser.buzzsprout.com)",Group Support,https://portablemagicdispenser.buzzsprout.com/1838355/episodes/14865530-the-portable-magic-dispenser-epsiode-80-david-lindskoog-talks-dungeons-dragons-therapy
1_2_7_6_3,"Rolling for Resilience: How D&D Can Be Therapeutic | Fearless Journeys: Thriving On 
Campus (fearlessjourneyslc.podbean.com)",Group Support,https://fearlessjourneyslc.podbean.com/e/rolling-for-resilience-how-dd-can-be-therapeutic/
1_2_7_11_1,"Enroll in Anytime access 2025 Understanding and coping with anxiety and depression 
(canvas.sfu.ca)",Self-Led Resources,https://canvas.sfu.ca/enroll/TGBTKX
1_2_7_12_1,"Enroll in ANYTIME ACCESS 2025 Understanding and coping with trauma 
(canvas.sfu.ca)",Self-Led Resources,https://canvas.sfu.ca/enroll/4FMM7C
1_2_7_14_1,"Healthy Gaming Workshop | Oct 23, 2025 | SFU Health and Counselling Survey 
(surveymonkey.ca)",Group Support,https://www.surveymonkey.ca/r/26B3FF6
1_2_7_15_1,Resources on dealing with procrastination | SFU Library (lib.sfu.ca),Self-Led Resources,https://www.lib.sfu.ca/about/branches-depts/slc/learning/procrastination
1_2_9_1_1,Enroll in Bouncing Forward: Online Resilience Training (canvas.sfu.ca),Self-Led Resources,https://canvas.sfu.ca/enroll/YEPJLM
1_2_9_1_2,"Enroll in Bouncing Forward as a Graduate Student: Online Resilience Training 
(canvas.sfu.ca)",Self-Led Resources,https://canvas.sfu.ca/enroll/WA6L8N
1_2_9_1_3,"Over nearly 80 years, Harvard study has been showing how to live a healthy and 
happy life — Harvard Gazette (news.haravard.edu)",Self-Led Resources,https://news.harvard.edu/gazette/story/2017/04/over-nearly-80-years-harvard-study-has-been-showing-how-to-live-a-healthy-and-happy-life/
1_2_9_1_4,Login (viacharacter.org),Self-Led Resources,https://www.viacharacter.org/Account/Login?ReturnUrl=%2Fsurvey%2Fsurveys%2Ftakesurvey
